"","lhs","op","rhs","est.std","se","z","pvalue","ci.lower","ci.upper"
"49","qu24","|","t3",-1.56049026888848,0.130516746667128,-11.9562455296897,0,-1.81629839173539,-1.30468214604158
"50","qu24","|","t4",-0.956176538920062,0.0969022844110159,-9.86743031634209,0,-1.14610152638531,-0.766251551454814
"51","qu24","|","t5",0.58384881300751,0.0870284918746514,6.70870884271368,1.96354044135205e-11,0.413276103304356,0.754421522710664
"52","qu25","|","t1",-1.77274369916557,0.150726458209341,-11.7613305601823,0,-2.06816212877316,-1.47732526955798
"53","qu25","|","t2",-1.34704387722713,0.115343321657009,-11.6785597802773,0,-1.57311263353209,-1.12097512092218
"54","qu25","|","t3",-0.546465840225205,0.0863519913636224,-6.32835249767517,2.47792675267533e-10,-0.715712633291218,-0.377219047159191
"55","qu25","|","t4",0.829574036981828,0.092850184825211,8.93454373347224,0,0.647591018766527,1.01155705519713
"56","qu26","|","t1",-2.38780889771236,0.259334585536384,-9.20744486422291,0,-2.89609534530929,-1.87952245011542
"57","qu26","|","t2",-1.82635629794391,0.156843971474626,-11.6444150245161,0,-2.1337648332264,-1.51894776266141
"58","qu26","|","t3",-1.49240417832036,0.125187485815404,-11.9213527502341,0,-1.73776714183367,-1.24704121480705
"59","qu26","|","t4",-0.358005786669042,0.0836899474712528,-4.27776330953029,1.88780591865445e-05,-0.522035069580747,-0.193976503757338
"60","qu26","|","t5",1.1607029743421,0.105287242614162,11.0241558760889,0,0.954343770786814,1.36706217789739
"61","qu27","|","t1",-2.38780889771236,0.259334585536384,-9.20744486422291,0,-2.89609534530929,-1.87952245011542
"62","qu27","|","t2",-1.95276491534522,0.173232400148679,-11.2725154975006,0,-2.29229418059206,-1.61323565009837
"63","qu27","|","t3",-0.956176538920062,0.0969022844110161,-9.86743031634207,0,-1.14610152638531,-0.766251551454813
"64","qu27","|","t4",0.891089130034109,0.0947206157538864,9.40755212518293,0,0.705440134563035,1.07673812550518
"65","qu28","|","t1",-2.38780889771236,0.259334585536384,-9.2074448642229,0,-2.89609534530929,-1.87952245011542
"66","qu28","|","t2",-2.02983925472063,0.184771654290614,-10.9856636967056,0,-2.39198504249412,-1.66769346694714
"67","qu28","|","t3",-1.77274369916557,0.150726458209341,-11.7613305601823,0,-2.06816212877316,-1.47732526955798
"68","qu28","|","t4",-1.10033441945908,0.102551500442165,-10.729578940482,0,-1.30133166688627,-0.899337172031895
"69","qu28","|","t5",0.224929784430115,0.0825132106711067,2.72598511923955,0.00641098886049396,0.0632068632659801,0.386652705594251
"70","qu29","|","t1",-2.23490282882101,0.222580748047416,-10.0408631403508,0,-2.67115307864593,-1.7986525789961
"71","qu29","|","t2",-1.67864967629656,0.141033782722363,-11.9024650966154,0,-1.95507081103584,-1.40222854155728
"72","qu29","|","t3",-1.22562723767796,0.10850023591692,-11.2960790114451,0,-1.43828379238922,-1.01297068296669
"73","qu29","|","t4",0.10641355691565,0.0819256327562337,1.2989043030315,0.193976772774583,-0.0541577326972226,0.266984846528523
"74","qu29","|","t5",1.18179227034912,0.106299122476706,11.1176107837399,0,0.973449818706562,1.39013472199167
"75","qu30","|","t1",-2.38780889771236,0.259334585536384,-9.20744486422291,0,-2.89609534530929,-1.87952245011542
"76","qu30","|","t2",-1.95276491534522,0.173232400148679,-11.2725154975006,0,-2.29229418059206,-1.61323565009837
"77","qu30","|","t3",-1.43060876896063,0.120762207574159,-11.8464940124758,0,-1.66729834649953,-1.19391919142173
"78","qu30","|","t4",-0.346704193684304,0.0835681481268515,-4.14876004142186,3.34280978973034e-05,-0.510494754267642,-0.182913633100967
"79","qu30","|","t5",1.22562723767796,0.10850023591692,11.296079011445,0,1.01297068296669,1.43828379238922
"80","qu31","|","t1",-2.38780889771236,0.259334585536384,-9.20744486422291,0,-2.89609534530929,-1.87952245011542
"81","qu31","|","t2",-1.82635629794391,0.156843971474626,-11.6444150245161,0,-2.1337648332264,-1.51894776266141
"82","qu31","|","t3",-1.46080925005024,0.12287819983867,-11.8882702706271,0,-1.70164609621915,-1.21997240388133
"83","qu31","|","t4",-0.117101449611945,0.0819612229245155,-1.42874209819677,0.153078373148361,-0.277742494672854,0.0435395954489637
"84","qu31","|","t5",1.22562723767796,0.10850023591692,11.296079011445,0,1.01297068296669,1.43828379238922
"85","qu32","|","t1",-2.63255314790786,0.33968884792529,-7.74989571776243,9.10382880192628e-15,-3.29833105579133,-1.96677524002439
"86","qu32","|","t2",-1.67864967629656,0.141033782722363,-11.9024650966154,0,-1.95507081103584,-1.40222854155728
"87","qu32","|","t3",-1.20342070555838,0.107368356490428,-11.2083368405258,0,-1.41385881735887,-0.992982593757881
"88","qu32","|","t4",-0.085072956628982,0.0818647987224075,-1.03918849073889,0.298717082104379,-0.245525013726521,0.0753791004685572
"89","qu32","|","t5",1.43060876896063,0.120762207574159,11.8464940124758,0,1.19391919142173,1.66729834649953
"90","qu33","|","t1",-2.121279302454,0.200236277346447,-10.5938810417644,0,-2.51373519445141,-1.72882341045659
"91","qu33","|","t2",-1.77274369916557,0.150726458209341,-11.7613305601823,0,-2.06816212877316,-1.47732526955798
"92","qu33","|","t3",-1.04373033790925,0.10019138871599,-10.4173657166075,0,-1.24010185135365,-0.84735882446486
"93","qu33","|","t4",0.534175180637724,0.0861407276682064,6.20119187633566,5.60371526958647e-10,0.365342456805967,0.703007904469482
"94","qu33","|","t5",1.40165950305978,0.118814338929094,11.797056783662,0,1.16878767791182,1.63453132820774
"95","qu13","~~","qu13",0.715009634331389,0.0694751342287946,10.2915905419733,0,0.578840873421866,0.851178395240913
"96","qu14","~~","qu14",0.855624812956664,0.0388194706288551,22.0411252161864,0,0.779540048625198,0.931709577288131
"97","qu17","~~","qu17",0.524765823627933,0.0666493974654796,7.87352689721959,3.5527136788005e-15,0.394135405004298,0.655396242251568
"98","qu18","~~","qu18",0.557475106799884,0.10624749152641,5.24694841064848,1.54639177907256e-07,0.349233849960396,0.765716363639371
"99","qu19","~~","qu19",0.649782509250396,0.066318371395407,9.79792620925847,0,0.519800889802047,0.779764128698745
"100","qu35","~~","qu35",0.131772670775389,0.233926233415837,0.563308650129654,0.573224728885169,-0.326714321758761,0.59025966330954
"101","qu37","~~","qu37",0.603656834454638,0.0860649861945539,7.01396538994434,2.31659136318285e-12,0.434972561183376,0.772341107725901
"102","qu24","~~","qu24",0.666171181115331,0.0638272126715466,10.437102816058,0,0.541072143045521,0.791270219185141
"103","qu25","~~","qu25",0.521790985607034,0.0556032190511298,9.3841866444319,0,0.412810678842328,0.630771292371739
"104","qu26","~~","qu26",0.713582522160283,0.0527988093565545,13.5151252624165,0,0.61009875739484,0.817066286925726
"105","qu27","~~","qu27",0.746635010340932,0.0538381893873225,13.8681300176998,0,0.641114098148933,0.85215592253293
"106","qu28","~~","qu28",0.746710194092905,0.0541109234954811,13.7996202218812,0,0.64065473287156,0.85276565531425
"107","qu29","~~","qu29",0.72271834802701,0.0506671668019223,14.2640371199834,0,0.623412525896558,0.822024170157461
"108","qu30","~~","qu30",0.753205177508408,0.044443861643176,16.9473387248756,0,0.666096809353902,0.840313545662914
"109","qu31","~~","qu31",0.697571900287414,0.0508948137824644,13.7061489854151,0,0.597819898273911,0.797323902300917
"110","qu32","~~","qu32",0.733430099620124,0.0492655661835274,14.8872763765243,0,0.636871364222436,0.829988835017812
"111","qu33","~~","qu33",0.858074768799926,0.0417286502466332,20.5632045064567,0,0.776288117193056,0.939861420406795
"112","F1","~~","F1",1,0,NA,NA,1,1
"113","F2","~~","F2",1,0,NA,NA,1,1
"114","qu13","~*~","qu13",1,0,NA,NA,1,1
"115","qu14","~*~","qu14",1,0,NA,NA,1,1
"116","qu17","~*~","qu17",1,0,NA,NA,1,1
"117","qu18","~*~","qu18",1,0,NA,NA,1,1
"118","qu19","~*~","qu19",1,0,NA,NA,1,1
"119","qu35","~*~","qu35",1,0,NA,NA,1,1
"120","qu37","~*~","qu37",1,0,NA,NA,1,1
"121","qu24","~*~","qu24",1,0,NA,NA,1,1
"122","qu25","~*~","qu25",1,0,NA,NA,1,1
"123","qu26","~*~","qu26",1,0,NA,NA,1,1
"124","qu27","~*~","qu27",1,0,NA,NA,1,1
"125","qu28","~*~","qu28",1,0,NA,NA,1,1
"126","qu29","~*~","qu29",1,0,NA,NA,1,1
"127","qu30","~*~","qu30",1,0,NA,NA,1,1
"128","qu31","~*~","qu31",1,0,NA,NA,1,1
"129","qu32","~*~","qu32",1,0,NA,NA,1,1
"130","qu33","~*~","qu33",1,0,NA,NA,1,1
"131","qu13","~1","",0,0,NA,NA,0,0
"132","qu14","~1","",0,0,NA,NA,0,0
"133","qu17","~1","",0,0,NA,NA,0,0
"134","qu18","~1","",0,0,NA,NA,0,0
"135","qu19","~1","",0,0,NA,NA,0,0
"136","qu35","~1","",0,0,NA,NA,0,0
"137","qu37","~1","",0,0,NA,NA,0,0
"138","qu24","~1","",0,0,NA,NA,0,0
"139","qu25","~1","",0,0,NA,NA,0,0
"140","qu26","~1","",0,0,NA,NA,0,0
"141","qu27","~1","",0,0,NA,NA,0,0
"142","qu28","~1","",0,0,NA,NA,0,0
"143","qu29","~1","",0,0,NA,NA,0,0
"144","qu30","~1","",0,0,NA,NA,0,0
"145","qu31","~1","",0,0,NA,NA,0,0
"146","qu32","~1","",0,0,NA,NA,0,0
"147","qu33","~1","",0,0,NA,NA,0,0
"148","F1","~1","",0,0,NA,NA,0,0
"149","F2","~1","",0,0,NA,NA,0,0
