"","lhs","op","rhs","est.std","se","z","pvalue","ci.lower","ci.upper"
"84","qu27","~1","",8.68761857661036,0.638922572591978,13.5972948042303,0,7.43535334542041,9.93988380780032
"85","qu28","~1","",6.67354809517503,0.737636301108048,9.04720671305126,0,5.22780751131391,8.11928867903614
"86","qu29","~1","",5.23717719295651,0.422120251699343,12.4068370846294,0,4.40983670248081,6.0645176834322
"87","qu30","~1","",6.1875272767943,0.57329004161054,10.7930137063112,0,5.06389944254217,7.31115511104642
"88","qu31","~1","",5.94152299064169,0.516352342526496,11.5067222539749,0,4.92949099595687,6.95355498532652
"89","qu32","~1","",5.82098676231627,0.424179626671076,13.7229286752852,0,4.98960997106531,6.65236355356722
"90","qu33","~1","",5.21004975991375,0.447131756405016,11.652157748318,0,4.33368762101578,6.08641189881172
"91","qu35","~1","",1.56188018122941,0.256587921484628,6.08711498262393,1.14963416564251e-09,1.05897709625155,2.06478326620727
"92","qu36","~1","",4.77743066929841,0.385126343831298,12.4048399851638,0,4.02259690589148,5.53226443270535
"93","qu37","~1","",2.52339007342982,0.132090332244856,19.1035182556147,0,2.26449777952397,2.78228236733566
"94","qu38","~1","",4.37937641926001,0.47656328882494,9.18949596402656,0,3.44532953680917,5.31342330171086
"95","qu39","~1","",4.7657613232293,0.418316059451783,11.3927285734021,0,3.94587691254909,5.58564573390951
"96","qu40","~1","",4.52729938598112,0.304919252759974,14.8475353556796,0,3.92966863237871,5.12493013958353
"97","qu41","~1","",4.41179016923576,0.287298221660881,15.3561346246108,0,3.84869600195803,4.97488433651349
"98","qu42","~1","",2.66014060549755,0.119221368934767,22.3126158445058,0,2.42647101619785,2.89381019479726
"99","qu43","~1","",2.93883454671962,0.1966785058792,14.9423269898372,0,2.55335175866324,3.324317334776
"100","qu44","~1","",2.43241870040055,0.12825541791921,18.9654264892947,0,2.18104270045676,2.68379470034433
"101","F1","~1","",0,0,NA,NA,0,0
"102","F2","~1","",0,0,NA,NA,0,0
"103","F3","~1","",0,0,NA,NA,0,0
"104","F4","~1","",0,0,NA,NA,0,0
